PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,NATWGT,PSUWGT
77,17C,17,C,2,1,1,15,R,2,3,F,28.82912,3.68
77,17C,17,C,2,2,1,15,L,31,0,N,28.82912,3.68
77,18D,18,D,2,1,1,2,F,2,1,L,43.63538,5.57
77,19E,19,E,2,1,1,1,F,2,4,R,209.1678,26.7
77,20B,20,B,2,1,1,15,F,2,13,F,15.74634,2.01
77,20B,20,B,2,2,2,13,L,31,0,N,15.74634,2.01
77,21C,21,C,2,1,1,2,F,2,2,R,28.82912,3.68
77,22F,22,F,2,1,1,2,F,2,4,L,266.356,34
77,23C,23,C,2,1,1,15,F,50,0,0,28.82912,3.68
77,23C,23,C,2,2,1,15,F,50,0,0,28.82912,3.68
77,23C,23,C,2,3,1,15,T,31,0,N,28.82912,3.68
77,24C,24,C,2,1,1,1,L,2,15,F,28.82912,3.68
77,25D,25,D,2,1,1,12,F,2,1,F,65.45307,8.355
77,26F,26,F,2,1,1,15,R,2,1,F,399.534,51
77,27D,27,D,2,1,1,15,F,2,15,R,43.63538,5.57
77,28E,28,E,2,1,2,15,B,3,15,F,209.1678,26.7
77,28E,28,E,2,2,1,1,B,2,15,F,209.1678,26.7
77,29H,29,H,2,1,1,1,R,2,4,F,1034.088,132
77,30C,30,C,2,1,1,5,L,2,4,F,28.82912,3.68
77,31A,31,A,2,1,1,15,F,2,15,F,11.20262,1.43
77,31A,31,A,2,2,1,15,R,2,15,L,11.20262,1.43
77,31A,31,A,2,3,2,15,R,63,0,0,11.20262,1.43
77,31A,31,A,2,4,2,15,T,31,0,N,11.20262,1.43
77,32D,32,D,2,1,3,1,B,4,2,F,43.63538,5.57
77,32D,32,D,2,2,2,3,B,3,1,F,43.63538,5.57
77,32D,32,D,2,3,1,3,B,2,3,F,43.63538,5.57
77,33C,33,C,2,1,1,12,F,2,4,L,28.82912,3.68
77,33C,33,C,2,2,1,12,R,31,0,N,28.82912,3.68
77,34D,34,D,2,1,1,15,F,50,0,0,43.63538,5.57
77,34D,34,D,2,2,1,15,R,50,0,0,43.63538,5.57
77,34D,34,D,2,3,1,15,T,31,0,N,43.63538,5.57
77,35F,35,F,2,1,1,3,L,2,22,F,266.356,34
77,35F,35,F,2,2,2,22,F,50,0,0,266.356,34
77,35F,35,F,2,3,1,3,F,50,0,0,266.356,34
77,35F,35,F,2,4,1,3,F,57,0,0,266.356,34
77,35F,35,F,2,5,1,3,F,68,0,0,266.356,34
77,36G,36,G,2,1,1,11,F,2,15,L,744.23,95
77,37D,37,D,2,1,2,4,B,3,5,F,43.63538,5.57
77,37D,37,D,2,2,1,18,B,2,4,F,43.63538,5.57
77,38E,38,E,2,1,1,4,F,2,5,B,209.1678,26.7
77,38E,38,E,2,2,2,5,9,63,0,0,209.1678,26.7
77,39H,39,H,2,1,1,1,F,2,1,L,1034.088,132
77,40F,40,F,2,1,1,4,F,71,0,0,266.356,34
77,41A,41,A,2,1,1,12,T,31,0,N,11.20262,1.43
77,42C,42,C,2,1,1,2,L,2,15,R,38.3427296,4.8944
77,42C,42,C,2,2,1,2,R,63,0,0,38.3427296,4.8944
77,42C,42,C,2,3,1,2,R,51,0,0,38.3427296,4.8944
77,42C,42,C,2,4,1,2,F,3,1,L,38.3427296,4.8944
77,42C,42,C,2,5,1,2,F,63,0,0,38.3427296,4.8944
77,42C,42,C,2,6,1,2,F,63,0,0,38.3427296,4.8944
77,42C,42,C,2,7,1,2,F,57,0,0,38.3427296,4.8944
77,42C,42,C,2,8,1,2,F,42,0,0,38.3427296,4.8944
77,43C,43,C,2,1,1,1,F,51,0,0,38.3427296,4.8944
77,44D,44,D,2,1,1,15,T,31,0,N,58.0350554,7.4081
77,45E,45,E,2,1,1,2,F,2,13,R,209.1678,26.7
77,46G,46,G,2,1,1,3,F,2,1,F,744.23,95
77,47D,47,D,2,1,1,1,F,2,2,R,43.63538,5.57
77,48F,48,F,2,1,1,22,B,2,3,F,266.356,34
77,49H,49,H,2,1,1,1,B,2,13,F,1034.088,132
77,50D,50,D,2,1,1,1,R,2,1,F,43.63538,5.57
77,50D,50,D,2,2,1,1,R,2,1,L,43.63538,5.57
77,51A,51,A,2,1,1,15,F,3,4,R,11.20262,1.43
77,51A,51,A,2,2,1,15,L,3,4,R,11.20262,1.43
77,51A,51,A,2,3,1,15,F,2,2,F,11.20262,1.43
77,51A,51,A,2,4,3,4,F,51,0,0,11.20262,1.43
77,52C,52,C,2,1,1,14,F,2,2,R,28.82912,3.68
77,53D,53,D,2,1,1,1,F,63,0,0,43.63538,5.57
77,53D,53,D,2,2,1,1,F,63,0,0,43.63538,5.57
77,53D,53,D,2,3,1,1,R,63,0,0,43.63538,5.57
77,53D,53,D,2,4,1,1,R,63,0,0,43.63538,5.57
77,53D,53,D,2,5,1,1,R,51,0,0,43.63538,5.57
77,53D,53,D,2,6,1,1,L,63,0,0,43.63538,5.57
77,54E,54,E,2,1,1,18,F,2,5,B,209.1678,26.7
77,55C,55,C,2,1,1,13,L,2,1,F,28.82912,3.68
77,55C,55,C,2,2,1,13,L,31,0,N,28.82912,3.68
77,56C,56,C,2,1,1,1,L,2,3,F,28.82912,3.68
77,57D,57,D,2,1,1,1,F,2,5,L,43.63538,5.57
77,58F,58,F,2,1,1,5,L,2,15,R,266.356,34
77,59C,59,C,2,1,1,15,F,2,12,R,28.82912,3.68
77,59C,59,C,2,2,2,12,L,31,0,N,28.82912,3.68
77,60G,60,G,2,1,1,2,R,63,0,0,744.23,95
77,61H,61,H,2,1,1,1,F,63,0,0,1034.088,132
77,61H,61,H,2,2,1,1,F,50,0,0,1034.088,132
77,62C,62,C,2,1,1,11,F,2,5,L,28.82912,3.68
77,62C,62,C,2,2,1,11,R,2,5,L,28.82912,3.68
77,63D,63,D,2,1,1,1,F,57,0,0,43.63538,5.57
77,64E,64,E,2,1,1,15,R,2,12,F,209.1678,26.7
77,65C,65,C,2,1,1,9,F,3,15,L,28.82912,3.68
77,65C,65,C,2,2,2,21,L,3,15,F,28.82912,3.68
77,66B,66,B,2,1,1,15,T,31,0,N,15.74634,2.01
77,67C,67,C,2,1,1,1,F,50,0,0,28.82912,3.68
77,67C,67,C,2,2,1,1,L,41,0,0,28.82912,3.68
77,67C,67,C,2,3,1,1,L,31,0,N,28.82912,3.68
77,68D,68,D,2,1,1,3,R,2,3,F,43.63538,5.57
77,69F,69,F,2,1,1,12,F,50,0,0,266.356,34
77,69F,69,F,2,2,1,12,F,51,0,0,266.356,34
77,70D,70,D,2,1,1,15,R,50,0,0,43.63538,5.57
77,70D,70,D,2,2,1,15,R,50,0,0,43.63538,5.57
77,70D,70,D,2,3,1,15,R,50,0,0,43.63538,5.57
77,70D,70,D,2,4,1,15,R,50,0,0,43.63538,5.57
77,70D,70,D,2,5,1,15,R,51,0,0,43.63538,5.57
77,70D,70,D,2,6,1,15,R,42,0,0,43.63538,5.57
77,70D,70,D,2,7,1,15,T,31,0,N,43.63538,5.57
77,71C,71,C,2,1,1,1,F,51,0,0,28.82912,3.68
77,72C,72,C,2,1,1,2,F,2,2,L,28.82912,3.68
77,73C,73,C,2,1,1,15,T,31,0,N,28.82912,3.68
77,75A,75,A,2,1,1,4,F,2,2,F,11.20262,1.43
77,76E,76,E,2,1,1,12,B,2,4,F,209.1678,26.7
77,77F,77,F,2,1,1,15,B,2,5,F,266.356,34
77,77F,77,F,2,2,1,15,R,3,5,L,266.356,34
77,78G,78,G,2,1,1,2,F,2,1,R,744.23,95
77,79C,79,C,2,1,1,15,F,2,3,R,28.82912,3.68
77,80D,80,D,2,1,1,1,9,31,0,N,43.63538,5.57
77,81H,81,H,2,1,1,4,R,2,3,F,1034.088,132
77,82C,82,C,2,1,1,3,L,2,15,F,28.82912,3.68
77,83C,83,C,2,1,1,1,F,2,15,F,28.82912,3.68
77,83C,83,C,2,2,1,1,R,31,0,N,28.82912,3.68
77,84G,84,G,2,1,1,1,F,2,2,R,744.23,95
77,84G,84,G,2,2,2,2,L,63,0,0,744.23,95
77,85A,85,A,2,1,1,15,L,43,0,0,11.20262,1.43
77,85A,85,A,2,2,1,15,9,31,0,N,11.20262,1.43
77,86D,86,D,2,1,1,13,R,2,3,F,43.63538,5.57
77,87E,87,E,2,1,1,15,F,44,0,0,209.1678,26.7
77,87E,87,E,2,2,1,15,F,41,0,0,209.1678,26.7
77,87E,87,E,2,3,1,15,T,31,0,N,209.1678,26.7
77,88C,88,C,2,1,1,1,R,2,5,F,28.82912,3.68
77,89C,89,C,2,1,1,3,T,31,0,N,28.82912,3.68
77,90D,90,D,2,1,1,2,F,51,0,0,43.63538,5.57
77,91F,91,F,2,1,1,2,L,2,1,F,266.356,34
77,92C,92,C,2,1,1,2,F,2,1,F,28.82912,3.68
77,93D,93,D,2,1,1,1,F,2,3,F,43.63538,5.57
77,94D,94,D,2,1,1,3,L,3,15,F,43.63538,5.57
77,94D,94,D,2,2,1,3,L,3,15,R,43.63538,5.57
77,94D,94,D,2,3,1,3,F,2,4,L,43.63538,5.57
77,94D,94,D,2,4,3,15,F,57,0,0,43.63538,5.57
77,95B,95,B,2,1,1,5,F,2,3,F,15.74634,2.01
77,96C,96,C,2,1,1,5,L,2,1,F,28.82912,3.68
77,97C,97,C,2,1,1,3,F,2,3,L,28.82912,3.68
77,97C,97,C,2,2,1,3,F,88,0,0,28.82912,3.68
77,98G,98,G,2,1,1,2,R,63,0,0,744.23,95
77,99H,99,H,2,1,1,3,B,2,15,F,1034.088,132
77,99H,99,H,2,2,2,15,F,52,0,0,1034.088,132
77,100F,100,F,2,1,1,4,L,2,15,F,266.356,34
77,101D,101,D,2,1,1,3,R,2,4,F,43.63538,5.57
77,101D,101,D,2,2,1,3,F,51,0,0,43.63538,5.57
77,102D,102,D,2,1,1,3,U,60,0,0,43.63538,5.57
77,103E,103,E,2,1,1,2,F,2,1,B,209.1678,26.7
77,104A,104,A,2,1,1,12,F,42,0,0,11.20262,1.43
77,104A,104,A,2,2,1,12,F,42,0,0,11.20262,1.43
77,104A,104,A,2,3,1,12,T,31,0,N,11.20262,1.43
77,105C,105,C,2,1,1,2,R,2,15,F,28.82912,3.68
77,105C,105,C,2,2,2,15,L,31,0,N,28.82912,3.68
77,106A,106,A,2,1,1,15,F,56,0,0,11.20262,1.43
77,106A,106,A,2,2,1,15,R,77,0,0,11.20262,1.43
77,107C,107,C,2,1,1,2,F,45,0,0,28.82912,3.68
77,108C,108,C,2,1,1,15,F,2,2,R,28.82912,3.68
77,108C,108,C,2,2,2,2,F,51,0,0,28.82912,3.68
77,109D,109,D,2,1,1,4,F,56,0,0,43.63538,5.57
77,109D,109,D,2,2,1,4,F,56,0,0,43.63538,5.57
77,109D,109,D,2,3,1,4,F,71,0,0,43.63538,5.57
77,110E,110,E,2,1,2,5,B,3,2,F,209.1678,26.7
77,110E,110,E,2,2,1,5,B,2,5,F,209.1678,26.7
77,111F,111,F,2,1,1,15,L,2,15,F,266.356,34
77,111F,111,F,2,2,1,15,F,56,0,0,266.356,34
77,111F,111,F,2,3,1,15,R,31,0,N,266.356,34
77,112H,112,H,2,1,1,3,L,2,3,R,1034.088,132
77,113B,113,B,2,1,1,22,F,2,4,R,15.74634,2.01
77,114C,114,C,2,1,1,15,F,50,0,0,28.82912,3.68
77,114C,114,C,2,2,1,15,R,31,0,N,28.82912,3.68
77,115C,115,C,2,1,1,22,F,2,1,L,28.82912,3.68
77,115C,115,C,2,2,1,22,R,2,1,L,28.82912,3.68
77,115C,115,C,2,3,2,1,R,63,0,0,28.82912,3.68
77,115C,115,C,2,4,2,1,R,51,0,0,28.82912,3.68
77,116D,116,D,2,1,1,5,F,2,14,F,87.27076,11.14
77,117F,117,F,2,1,1,15,L,2,1,F,532.712,68
77,118C,118,C,2,1,1,2,F,41,0,0,28.82912,3.68
77,119D,119,D,2,1,1,12,B,2,1,F,43.63538,5.57
77,119D,119,D,2,2,1,12,R,57,0,0,43.63538,5.57
77,120E,120,E,2,1,1,2,R,2,3,F,209.1678,26.7
77,120E,120,E,2,2,1,2,F,U,U,9,209.1678,26.7
77,121A,121,A,2,1,1,3,F,2,15,B,11.20262,1.43
77,122D,122,D,2,1,1,12,L,2,3,F,43.63538,5.57
77,123F,123,F,2,1,1,1,R,2,15,F,266.356,34
77,124C,124,C,2,1,1,3,F,2,15,F,28.82912,3.68
77,125C,125,C,2,1,1,3,F,2,3,R,28.82912,3.68
77,126D,126,D,2,1,1,3,F,2,1,F,65.45307,8.355
77,126D,126,D,2,2,1,3,F,3,1,F,65.45307,8.355
77,127H,127,H,2,1,1,1,F,2,1,B,1551.132,198
77,128E,128,E,2,1,1,15,F,2,3,F,209.1678,26.7
77,129D,129,D,2,1,1,3,F,2,15,L,43.63538,5.57
77,130F,130,F,2,1,2,15,F,3,15,R,266.356,34
77,130F,130,F,2,2,1,1,L,3,15,R,266.356,34
77,131G,131,G,2,1,1,15,F,2,3,L,744.23,95
77,131G,131,G,2,2,1,15,R,2,3,L,744.23,95
77,132C,132,C,2,1,1,2,F,41,0,0,28.82912,3.68
77,132C,132,C,2,2,1,2,F,41,0,0,28.82912,3.68
77,132C,132,C,2,3,1,2,F,42,0,0,28.82912,3.68
77,132C,132,C,2,4,1,2,F,58,0,0,28.82912,3.68
77,133C,133,C,2,1,1,3,F,71,0,0,28.82912,3.68
77,134D,134,D,2,1,1,1,F,2,13,F,43.63538,5.57
77,135E,135,E,2,1,1,2,F,2,1,L,209.1678,26.7
77,136C,136,C,2,1,1,15,L,63,0,0,28.82912,3.68
77,136C,136,C,2,2,1,15,R,63,0,0,28.82912,3.68
77,136C,136,C,2,3,1,15,L,63,0,0,28.82912,3.68
77,136C,136,C,2,4,1,15,R,63,0,0,28.82912,3.68
77,136C,136,C,2,5,1,15,F,68,0,0,28.82912,3.68
77,136C,136,C,2,6,1,15,T,51,0,0,28.82912,3.68
77,137D,137,D,2,1,1,2,B,2,1,F,43.63538,5.57
77,137D,137,D,2,2,2,1,B,3,3,F,43.63538,5.57
77,138F,138,F,2,1,2,1,F,3,4,F,266.356,34
77,138F,138,F,2,2,1,2,L,2,1,F,266.356,34
77,139H,139,H,2,1,1,1,F,50,0,0,1034.088,132
77,139H,139,H,2,2,1,1,F,56,0,0,1034.088,132
77,139H,139,H,2,3,1,1,F,50,0,0,1034.088,132
77,139H,139,H,2,4,1,1,9,42,0,0,1034.088,132
77,139H,139,H,2,5,1,1,9,88,0,0,1034.088,132
77,139H,139,H,2,6,1,1,9,42,0,0,1034.088,132
77,139H,139,H,2,7,1,1,F,59,0,0,1034.088,132
77,140D,140,D,2,1,1,15,F,71,0,0,43.63538,5.57
77,140D,140,D,2,2,1,15,9,31,0,N,43.63538,5.57
77,141G,141,G,2,1,1,2,R,63,0,0,744.23,95
77,141G,141,G,2,2,1,2,L,63,0,0,744.23,95
77,141G,141,G,2,3,1,2,R,42,0,0,744.23,95
77,142B,142,B,2,1,1,1,R,77,0,0,15.74634,2.01
77,143C,143,C,2,1,1,1,F,2,3,R,28.82912,3.68
77,144C,144,C,2,1,1,24,R,2,1,L,28.82912,3.68
77,144C,144,C,2,2,1,24,L,2,1,F,28.82912,3.68
77,144C,144,C,2,3,2,1,L,31,0,N,28.82912,3.68
77,145D,145,D,2,1,1,5,F,2,1,B,43.63538,5.57
77,146D,146,D,2,1,1,1,R,2,3,F,43.63538,5.57
77,147E,147,E,2,1,1,15,L,2,1,F,209.1678,26.7
77,147E,147,E,2,2,1,15,L,2,1,R,209.1678,26.7
77,148B,148,B,2,1,1,3,F,2,3,R,15.74634,2.01
77,149C,149,C,2,1,1,24,R,2,1,F,28.82912,3.68
77,150D,150,D,2,1,1,4,R,2,12,F,43.63538,5.57
77,150D,150,D,2,2,1,4,F,42,0,0,43.63538,5.57
77,151F,151,F,2,1,1,1,F,2,1,F,266.356,34
77,152H,152,H,2,1,1,15,F,2,2,R,1034.088,132
77,152H,152,H,2,2,1,15,L,2,2,R,1034.088,132
77,153B,153,B,2,1,1,15,F,57,0,0,15.74634,2.01
77,153B,153,B,2,2,1,15,L,31,0,N,15.74634,2.01
77,153B,153,B,2,3,1,15,T,42,0,0,15.74634,2.01
77,154C,154,C,2,1,1,15,F,41,0,0,28.82912,3.68
77,154C,154,C,2,2,1,15,F,43,0,0,28.82912,3.68
77,154C,154,C,2,3,1,15,F,43,0,0,28.82912,3.68
77,154C,154,C,2,4,1,15,F,41,0,0,28.82912,3.68
77,154C,154,C,2,5,1,15,9,41,0,0,28.82912,3.68
77,154C,154,C,2,6,1,15,9,43,0,0,28.82912,3.68
77,154C,154,C,2,7,1,15,T,31,0,N,28.82912,3.68
77,155E,155,E,2,1,1,4,F,2,2,L,209.1678,26.7
77,155E,155,E,2,2,2,2,R,63,0,0,209.1678,26.7
77,156G,156,G,2,1,1,1,F,2,1,R,744.23,95
77,157C,157,C,2,1,1,3,F,2,2,R,28.82912,3.68
77,157C,157,C,2,2,1,3,L,2,2,R,28.82912,3.68
77,158D,158,D,2,1,1,3,F,2,3,F,43.63538,5.57
77,158D,158,D,2,2,1,3,R,2,3,L,43.63538,5.57
77,159C,159,C,2,1,1,15,L,2,1,F,28.82912,3.68
77,159C,159,C,2,2,2,1,L,63,0,0,28.82912,3.68
77,159C,159,C,2,3,1,15,F,51,0,0,28.82912,3.68
77,160D,160,D,2,1,1,1,B,2,5,F,43.63538,5.57
77,161C,161,C,2,1,1,2,F,2,15,R,28.82912,3.68
77,161C,161,C,2,2,1,2,L,2,15,R,28.82912,3.68
77,162D,162,D,2,1,1,3,F,2,4,B,58.0350554,7.4081
77,162D,162,D,2,2,1,3,B,54,0,0,58.0350554,7.4081
77,162D,162,D,2,3,2,4,R,3,15,F,58.0350554,7.4081
77,163D,163,D,2,1,2,1,F,63,0,0,58.0350554,7.4081
77,163D,163,D,2,2,2,1,L,63,0,0,58.0350554,7.4081
77,163D,163,D,2,3,1,4,F,2,1,F,58.0350554,7.4081
77,164F,164,F,2,1,1,2,R,2,1,F,354.25348,45.22
77,165C,165,C,2,1,7,4,R,8,2,L,28.82912,3.68
77,165C,165,C,2,2,5,1,R,8,2,L,28.82912,3.68
77,165C,165,C,2,3,6,18,B,8,2,F,28.82912,3.68
77,165C,165,C,2,4,4,3,B,6,18,F,28.82912,3.68
77,165C,165,C,2,5,3,15,L,8,2,R,28.82912,3.68
77,165C,165,C,2,6,2,3,B,8,2,L,28.82912,3.68
77,165C,165,C,2,7,1,3,R,5,1,L,28.82912,3.68
77,166E,166,E,2,1,1,4,F,2,3,L,209.1678,26.7
77,167D,167,D,2,1,1,15,F,2,4,F,43.63538,5.57
77,167D,167,D,2,2,2,4,B,3,15,F,43.63538,5.57
77,168H,168,H,2,1,1,11,F,44,0,0,1034.088,132
77,169C,169,C,2,1,1,4,F,3,1,R,28.82912,3.68
77,169C,169,C,2,2,1,4,L,3,1,R,28.82912,3.68
77,169C,169,C,2,3,1,4,F,2,5,L,28.82912,3.68
77,170G,170,G,2,1,1,15,F,2,3,B,744.23,95
77,171C,171,C,2,1,1,3,F,2,22,L,28.82912,3.68
77,172D,172,D,2,1,1,1,F,2,1,R,43.63538,5.57
77,173E,173,E,2,1,1,15,F,2,12,L,209.1678,26.7
77,174D,174,D,2,1,1,1,F,2,2,B,43.63538,5.57
77,174D,174,D,2,2,2,2,F,3,2,B,43.63538,5.57
77,175D,175,D,2,1,1,1,L,2,1,F,43.63538,5.57
77,175D,175,D,2,2,1,1,R,63,0,0,43.63538,5.57
77,176C,176,C,2,1,1,15,F,2,1,L,28.82912,3.68
77,177F,177,F,2,1,1,4,L,2,2,R,266.356,34
77,177F,177,F,2,2,1,4,L,2,2,R,266.356,34
77,178H,178,H,2,1,1,1,L,2,5,F,1034.088,132
77,179C,179,C,2,1,1,3,F,42,0,0,28.82912,3.68
77,180E,180,E,2,1,1,5,L,2,4,F,209.1678,26.7
77,181A,181,A,2,1,1,15,T,31,0,N,11.20262,1.43
77,181A,181,A,2,2,1,15,R,42,0,0,11.20262,1.43
77,182B,182,B,2,1,1,3,L,31,0,N,15.74634,2.01
77,183C,183,C,2,1,1,2,F,2,15,F,28.82912,3.68
77,183C,183,C,2,2,1,2,R,2,15,F,28.82912,3.68
77,184G,184,G,2,1,1,15,B,2,15,F,744.23,95
77,185B,185,B,2,1,1,3,F,2,1,F,15.74634,2.01
77,186D,186,D,2,1,1,2,F,2,3,L,43.63538,5.57
77,186D,186,D,2,2,2,3,F,58,0,0,43.63538,5.57
77,186D,186,D,2,3,2,3,F,42,0,0,43.63538,5.57
77,187D,187,D,2,1,1,2,R,2,4,F,43.63538,5.57
77,187D,187,D,2,2,1,2,R,2,4,L,43.63538,5.57
77,187D,187,D,2,3,1,2,T,31,0,N,43.63538,5.57
77,188F,188,F,2,1,2,1,F,3,1,B,266.356,34
77,188F,188,F,2,2,1,3,B,3,1,F,266.356,34
77,501C,501,C,2,1,1,3,F,45,0,0,0,0
77,502C,502,C,2,1,1,4,F,2,3,L,0,0
77,503C,503,C,2,1,1,2,B,3,13,F,0,0
77,503C,503,C,2,2,1,2,F,63,0,0,0,0
77,503C,503,C,2,3,1,2,F,63,0,0,0,0
77,503C,503,C,2,4,1,2,R,2,1,F,0,0
78,1C,1,C,2,1,1,15,L,2,1,F,110.24181,1.89
78,2A,2,A,2,1,1,5,F,2,13,F,97.40943,1.67
78,3E,3,E,2,1,1,3,F,2,1,B,472.4649,8.1
78,3E,3,E,2,2,2,1,F,3,15,B,472.4649,8.1
78,4H,4,H,2,1,1,3,F,51,0,0,2274.831,39
78,5A,5,A,2,1,1,3,T,31,0,N,97.40943,1.67
78,6F,6,F,2,1,1,1,L,2,1,F,612.4545,10.5
78,7B,7,B,2,1,1,5,F,2,3,F,116.658,2
78,8C,8,C,2,1,1,3,F,2,15,F,110.24181,1.89
78,9D,9,D,2,1,1,4,F,2,5,R,116.658,2
78,9D,9,D,2,2,1,4,L,2,5,R,116.658,2
78,10C,10,C,2,1,1,5,F,42,0,0,58.329,1
78,11D,11,D,2,1,1,5,F,2,15,F,58.329,1
78,12G,12,G,2,1,1,3,F,2,15,R,758.277,13
78,13B,13,B,2,1,1,4,F,59,0,0,58.329,1
78,13B,13,B,2,2,1,4,F,68,0,0,58.329,1
78,14D,14,D,2,1,1,5,L,2,3,F,58.329,1
78,14D,14,D,2,2,1,5,L,2,3,R,58.329,1
78,14D,14,D,2,3,2,3,R,57,0,0,58.329,1
78,15E,15,E,2,1,1,1,T,31,0,N,209.9844,3.6
78,16H,16,H,2,1,1,3,L,2,2,F,1049.922,18
78,17D,17,D,2,1,1,1,R,68,0,0,58.329,1
78,17D,17,D,2,2,1,1,R,52,0,0,58.329,1
78,17D,17,D,2,3,1,1,T,31,0,N,58.329,1
78,18A,18,A,2,1,1,5,F,76,0,0,58.329,1
78,18A,18,A,2,2,1,5,F,76,0,0,58.329,1
78,18A,18,A,2,3,1,5,F,44,0,0,58.329,1
78,19D,19,D,2,1,1,15,T,31,0,N,116.658,2
78,20D,20,D,2,1,1,5,L,2,13,F,116.658,2
78,20D,20,D,2,2,1,5,L,2,13,R,116.658,2
78,21F,21,F,2,1,1,1,L,2,15,F,536.6268,9.2
78,22E,22,E,2,1,1,5,R,2,4,F,209.9844,3.6
78,23H,23,H,2,1,1,15,L,2,1,F,1049.922,18
78,24D,24,D,2,1,1,15,T,31,0,N,58.329,1
78,25A,25,A,2,1,1,13,F,2,15,F,58.329,1
78,26D,26,D,2,1,1,4,R,2,1,F,77.57757,1.33
78,27D,27,D,2,1,1,4,F,2,4,L,77.57757,1.33
78,28E,28,E,2,1,1,12,F,2,28,F,279.279252,4.788
78,29C,29,C,2,1,1,5,F,2,1,R,58.329,1
78,29C,29,C,2,2,2,1,T,31,0,N,58.329,1
78,30H,30,H,2,1,1,2,B,2,3,F,1399.896,24
78,31D,31,D,2,1,1,1,F,2,15,F,75.8277,1.3
78,31D,31,D,2,2,1,1,R,2,15,R,75.8277,1.3
78,31D,31,D,2,3,2,15,R,60,0,0,75.8277,1.3
78,31D,31,D,2,4,2,15,T,31,0,N,75.8277,1.3
78,32F,32,F,2,1,1,1,T,31,0,N,303.3108,5.2
78,33C,33,C,2,1,1,1,F,2,3,B,69.9948,1.2
78,34C,34,C,2,1,1,1,F,2,13,F,69.9948,1.2
78,35E,35,E,2,1,1,2,F,2,3,R,239.1489,4.1
78,35E,35,E,2,2,2,3,L,68,0,0,239.1489,4.1
78,36G,36,G,2,1,1,13,F,2,15,B,991.593,17
78,37C,37,C,2,1,1,2,L,2,15,F,69.9948,1.2
78,37C,37,C,2,2,1,2,B,2,15,R,69.9948,1.2
78,37C,37,C,2,3,1,2,F,51,0,0,69.9948,1.2
78,38C,38,C,2,1,1,4,F,2,2,F,69.9948,1.2
78,39E,39,E,2,1,1,13,L,2,13,F,239.1489,4.1
78,39E,39,E,2,2,1,13,L,31,0,N,239.1489,4.1
78,40C,40,C,2,1,1,15,F,2,3,F,69.9948,1.2
78,41F,41,F,2,1,1,4,T,31,0,N,303.3108,5.2
78,42B,42,B,2,1,1,15,T,31,0,N,58.329,1
78,43D,43,D,2,1,1,15,F,2,3,F,75.8277,1.3
78,44G,44,G,2,1,1,1,T,31,0,N,991.593,17
78,45A,45,A,2,1,1,13,T,31,0,N,58.329,1
78,45A,45,A,2,2,1,13,T,57,0,0,58.329,1
78,45A,45,A,2,3,1,13,T,31,0,N,58.329,1
78,46E,46,E,2,1,1,13,R,2,1,F,239.1489,4.1
78,47H,47,H,2,1,1,3,U,63,0,0,1399.896,24
78,47H,47,H,2,2,1,3,U,63,0,0,1399.896,24
78,48E,48,E,2,1,1,5,F,2,3,R,239.1489,4.1
78,49F,49,F,2,1,1,1,B,2,3,F,303.3108,5.2
78,50C,50,C,2,1,1,15,F,2,3,F,69.9948,1.2
78,51D,51,D,2,1,1,1,L,2,4,F,75.8277,1.3
78,52B,52,B,2,1,1,24,F,2,15,F,58.329,1
78,53D,53,D,2,1,1,1,T,31,0,N,75.8277,1.3
78,54C,54,C,2,1,1,15,F,2,3,L,69.9948,1.2
78,54C,54,C,2,2,1,15,R,2,3,L,69.9948,1.2
78,54C,54,C,2,3,1,15,T,31,0,N,69.9948,1.2
78,54C,54,C,2,4,1,15,R,2,3,T,69.9948,1.2
78,54C,54,C,2,5,2,3,F,51,0,0,69.9948,1.2
78,55C,55,C,2,1,1,15,F,2,3,R,69.9948,1.2
78,55C,55,C,2,2,1,15,L,51,0,0,69.9948,1.2
78,55C,55,C,2,3,2,3,U,63,0,0,69.9948,1.2
78,55C,55,C,2,4,2,3,U,68,0,0,69.9948,1.2
78,55C,55,C,2,5,2,3,U,68,0,0,69.9948,1.2
78,56F,56,F,2,1,1,3,F,2,15,R,454.9662,7.8
78,56F,56,F,2,2,1,3,L,2,15,R,454.9662,7.8
78,56F,56,F,2,3,1,3,L,57,0,0,454.9662,7.8
78,57G,57,G,2,1,1,15,R,2,14,F,1487.3895,25.5
78,58D,58,D,2,1,1,12,T,31,0,N,75.8277,1.3
78,59B,59,B,2,1,1,15,F,2,3,F,58.329,1
78,60C,60,C,2,1,1,1,F,2,1,F,69.9948,1.2
78,60C,60,C,2,2,1,1,F,2,1,L,69.9948,1.2
78,60C,60,C,2,3,2,1,U,63,0,0,69.9948,1.2
78,61H,61,H,2,1,1,5,N,38,0,N,1399.896,24
78,61H,61,H,2,2,1,5,U,61,0,0,1399.896,24
78,61H,61,H,2,3,2,1,T,88,0,0,1399.896,24
78,62C,62,C,2,1,1,15,T,31,0,N,69.9948,1.2
78,63D,63,D,2,1,1,12,N,38,0,N,75.8277,1.3
78,63D,63,D,2,2,1,12,U,31,0,N,75.8277,1.3
